Time	epsa	epsc	epsv	sigc	siga	siga*	SqJ2	I1
242.25586	0.038990803	0.12777482	0.29454044	2.2062268	0.871782154	3.078008954	0.503323661	7.490462554
243.25586	0.039200187	0.12829216	0.29578447	2.2081249	0.907780942	3.115905842	0.524107571	7.532155642
244.25586	0.039384853	0.12880948	0.29700381	2.2092249	0.869598962	3.078823862	0.502063195	7.497273662
245.25586	0.039357871	0.12910211	0.29756209	2.2104242	0.914107119	3.124531319	0.527759991	7.545379719
246.25586	0.039674688	0.1295217	0.29871809	2.213042	0.927053029	3.140095029	0.535234316	7.566179029
247.25586	0.039719235	0.13002431	0.29976788	2.2156699	0.906307854	3.121977754	0.523257083	7.553317554
248.25586	0.039915644	0.13049139	0.30089843	2.2188234	0.89317809	3.11200149	0.515676611	7.54964829
249.25586	0.039874844	0.13093327	0.30174139	2.2238536	0.925349459	3.149203059	0.534250759	7.596910259
250.25586	0.039964333	0.13143764	0.30283964	2.2296262	0.888617822	3.118244022	0.513043739	7.577496422
251.25586	0.040103775	0.13212542	0.30435461	2.2360499	0.922872447	3.158922347	0.532820656	7.631022147
252.25586	0.040176049	0.13299266	0.30616134	2.243984	0.893109311	3.137093311	0.515636901	7.625061311
253.25586	0.040260531	0.13377574	0.30781201	2.2524753	0.896739045	3.149214345	0.517732529	7.654164945
254.25586	0.040090643	0.13463642	0.30936348	2.2596922	0.885039067	3.144731267	0.510977544	7.664115667
255.25586	0.040286697	0.13554257	0.31137183	2.2660489	0.897743039	3.163791939	0.518312185	7.695889739
256.25586	0.040488403	0.13651668	0.31352177	2.2748909	0.862577036	3.137467936	0.498009084	7.687249736
257.25586	0.040697701	0.1373896	0.31547689	2.2809954	0.888657773	3.169653173	0.513066804	7.731643973
258.25586	0.040848251	0.13832764	0.31750354	2.292073	0.884777023	3.176850023	0.510826252	7.760996023
259.25586	0.041152243	0.13927914	0.31971052	2.2960651	0.896801312	3.192866412	0.517768479	7.784996612
260.25586	0.04110159	0.14002778	0.32115713	2.3042672	0.901341045	3.205608245	0.520389495	7.814142645
261.25586	0.041434735	0.14084116	0.32311705	2.3048949	0.875985029	3.180879929	0.505750192	7.790669729
